donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches	cohort
HG02630	AFR	GB33	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02630	AFR	GB33	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02630	AFR	GB33	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	C	4	complete	1	1	0	0	exposed_validation
HG02630	AFR	GB33	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DPA1	4	complete	1	1	0	0	exposed_validation
HG02630	AFR	GB33	ipd_genome	DPA1	4	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DPB1	4	complete	0	0	0	0	exposed_validation
HG02630	AFR	GB33	ipd_genome	DPB1	4	complete	0	0	0	0	exposed_validation
HG02630	AFR	GB33	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DQA1	4	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DQA1	4	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02630	AFR	GB33	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02630	AFR	GB33	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	C	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DPA1	2	complete	1	1	0	1	exposed_validation
HG02647	AFR	GB38	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	DQA1	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
HG02647	AFR	GB38	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02647	AFR	GB38	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02647	AFR	GB38	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	C	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	T1K	DPB1	2	complete	1	1	0	1	exposed_validation
HG02668	AFR	GB40	ipd_genome	DPB1	2	complete	1	1	0	1	exposed_validation
HG02668	AFR	GB40	T1K	DPB1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	DPB1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	DQA1	4	complete	1	1	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	DQA1	4	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	DQB1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	DQB1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02668	AFR	GB40	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02668	AFR	GB40	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	C	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DPA1	4	complete	1	1	0	0	exposed_validation
HG02698	SAS	PK21	ipd_genome	DPA1	4	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DPB1	2	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	ipd_genome	DPB1	2	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	T1K	DPB1	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	ipd_genome	DPB1	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DQA1	4	complete	1	1	0	1	exposed_validation
HG02698	SAS	PK21	ipd_genome	DQA1	4	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02698	SAS	PK21	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02698	SAS	PK21	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	C	4	complete	1	1	0	1	exposed_validation
HG02717	AFR	GB50	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DPB1	4	complete	1	1	0	1	exposed_validation
HG02717	AFR	GB50	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DQA1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	ipd_genome	DQA1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DQB1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	ipd_genome	DQB1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02717	AFR	GB50	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02717	AFR	GB50	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02723	AFR	GB52	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	B	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	C	4	complete	1	1	0	0	exposed_validation
HG02723	AFR	GB52	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG02723	AFR	GB52	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG02723	AFR	GB52	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DQA1	4	complete	0	0	0	0	exposed_validation
HG02723	AFR	GB52	ipd_genome	DQA1	4	complete	0	0	0	0	exposed_validation
HG02723	AFR	GB52	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02723	AFR	GB52	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02723	AFR	GB52	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02735	SAS	PK26	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02735	SAS	PK26	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02735	SAS	PK26	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	C	4	complete	1	1	0	1	exposed_validation
HG02735	SAS	PK26	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DPA1	4	complete	1	1	0	0	exposed_validation
HG02735	SAS	PK26	ipd_genome	DPA1	4	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DPB1	4	complete	1	1	0	1	exposed_validation
HG02735	SAS	PK26	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DQA1	4	complete	0	0	0	0	exposed_validation
HG02735	SAS	PK26	ipd_genome	DQA1	4	complete	0	0	0	0	exposed_validation
HG02735	SAS	PK26	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	DQB1	4	complete	1	1	0	1	exposed_validation
HG02735	SAS	PK26	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02735	SAS	PK26	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02735	SAS	PK26	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	A	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	A	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	C	4	complete	1	1	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DPA1	4	complete	1	1	0	1	exposed_validation
HG02818	AFR	GB66	ipd_genome	DPA1	4	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DPB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	DPB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DQA1	4	complete	1	1	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	DQA1	4	complete	1	1	0	0	exposed_validation
HG02818	AFR	GB66	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DQB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	DQB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02818	AFR	GB66	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02818	AFR	GB66	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	B	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	B	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	C	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	ipd_genome	C	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DPA1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	ipd_genome	DPA1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DQA1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DQA1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DQB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02841	AFR	GB74	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02841	AFR	GB74	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	A	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	ipd_genome	A	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	C	4	complete	1	1	0	1	exposed_validation
HG02886	AFR	GB89	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	DPA1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DPA1	4	complete	1	1	0	1	exposed_validation
HG02886	AFR	GB89	ipd_genome	DPA1	4	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DPB1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	DPB1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DPB1	4	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	DPB1	4	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DQA1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	DQA1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DQA1	4	complete	1	1	0	1	exposed_validation
HG02886	AFR	GB89	ipd_genome	DQA1	4	complete	1	1	0	1	exposed_validation
HG02886	AFR	GB89	T1K	DQB1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	DQB1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DQB1	4	complete	1	1	0	1	exposed_validation
HG02886	AFR	GB89	ipd_genome	DQB1	4	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DRB1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	ipd_genome	DRB1	2	complete	1	1	1	2	exposed_validation
HG02886	AFR	GB89	T1K	DRB1	4	complete	0	0	0	0	exposed_validation
HG02886	AFR	GB89	ipd_genome	DRB1	4	complete	0	0	0	0	exposed_validation
HG02922	AFR	NG06	T1K	A	2	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	ipd_genome	A	2	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	T1K	A	4	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	ipd_genome	A	4	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	T1K	B	2	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	ipd_genome	B	2	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	T1K	B	4	complete	0	0	0	0	exposed_validation
HG02922	AFR	NG06	ipd_genome	B	4	complete	0	0	0	0	exposed_validation
HG02922	AFR	NG06	T1K	C	2	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	ipd_genome	C	2	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	T1K	C	4	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	ipd_genome	C	4	complete	1	1	1	2	exposed_validation
HG02922	AFR	NG06	T1K	DPA1	2	complete	1	1	1	2	exposed_validation
