gene_id	hap_id	donor	family	annotated_form	start0	end0	strand
apr027_2__C4_1	apr027#2	apr027	apr027	C4AL	3621076	3641701	+
apr027_2__C4_2	apr027#2	apr027	apr027	C4BS	3653816	3668072	+
apr027_2__C4_3	apr027#2	apr027	apr027	C4BS	3680185	3694441	+
apr029_1__C4_1	apr029#1	apr029	apr029	C4AL	3558849	3579474	+
apr029_1__C4_2	apr029#1	apr029	apr029	C4BS	3591589	3605845	+
apr029_2__C4_1	apr029#2	apr029	apr029	C4AL	3563407	3584031	+
apr029_2__C4_2	apr029#2	apr029	apr029	C4BS	3596261	3610519	+
apr030_1__C4_1	apr030#1	apr030	apr030	C4AL	3516987	3537611	+
apr030_2__C4_1	apr030#2	apr030	apr030	C4AL	3568723	3589348	+
apr030_2__C4_2	apr030#2	apr030	apr030	C4BS	3601461	3615717	+
apr031_1__C4_1	apr031#1	apr031	apr031	C4AL	3623756	3644381	+
apr031_1__C4_2	apr031#1	apr031	apr031	C4BS	3656496	3670752	+
apr031_2__C4_1	apr031#2	apr031	apr031	C4AL	3517861	3538484	+
apr031_2__C4_2	apr031#2	apr031	apr031	C4AL	3550598	3571222	+
apr032_1__C4_1	apr032#1	apr032	apr032	C4AL	3557409	3578034	+
apr032_1__C4_2	apr032#1	apr032	apr032	C4BS	3590147	3604403	+
apr032_2__C4_1	apr032#2	apr032	apr032	C4BL	3557487	3578109	+
apr032_2__C4_2	apr032#2	apr032	apr032	C4AS	3590223	3604480	+
apr032_2__C4_3	apr032#2	apr032	apr032	C4BS	3616591	3630847	+
apr033_1__C4_1	apr033#1	apr033	apr033	C4AL	3629381	3650006	+
apr033_1__C4_2	apr033#1	apr033	apr033	C4BS	3662120	3676376	+
apr033_2__C4_1	apr033#2	apr033	apr033	C4AL	3513149	3533774	+
apr033_2__C4_2	apr033#2	apr033	apr033	C4BS	3545887	3560143	+
apr034_1__C4_1	apr034#1	apr034	apr034	C4AL	3564709	3585333	+
apr034_2__C4_1	apr034#2	apr034	apr034	C4AL	3561409	3582033	+
apr034_2__C4_2	apr034#2	apr034	apr034	C4BL	3594147	3614771	+
apr035_1__C4_1	apr035#1	apr035	apr035	C4AL	3571047	3591671	+
apr035_1__C4_2	apr035#1	apr035	apr035	C4BL	3603785	3624409	+
apr035_2__C4_1	apr035#2	apr035	apr035	C4AL	3571914	3592538	+
apr035_2__C4_2	apr035#2	apr035	apr035	C4BL	3604652	3625276	+
apr036_1__C4_1	apr036#1	apr036	apr036	C4AL	3563874	3584499	+
apr036_1__C4_2	apr036#1	apr036	apr036	C4BS	3596612	3610868	+
apr036_2__C4_1	apr036#2	apr036	apr036	C4AL	3569458	3590083	+
apr036_2__C4_2	apr036#2	apr036	apr036	C4BS	3602197	3616453	+
apr037_1__C4_1	apr037#1	apr037	apr037	C4AL	3563077	3583702	+
apr037_1__C4_2	apr037#1	apr037	apr037	C4AL	3595816	3616441	+
apr037_2__C4_1	apr037#2	apr037	apr037	C4AL	3619374	3639998	+
apr037_2__C4_2	apr037#2	apr037	apr037	C4BL	3652112	3672735	+
apr038_1__C4_1	apr038#1	apr038	apr038	C4AL	3571904	3592529	+
apr038_1__C4_2	apr038#1	apr038	apr038	C4BS	3604643	3618900	+
apr038_2__C4_1	apr038#2	apr038	apr038	C4AL	3564104	3584728	+
apr038_2__C4_2	apr038#2	apr038	apr038	C4BL	3596842	3617466	+
apr039_1__C4_1	apr039#1	apr039	apr039	C4AL	3569489	3590114	+
apr039_1__C4_2	apr039#1	apr039	apr039	C4BS	3602228	3616484	+
apr039_1__C4_3	apr039#1	apr039	apr039	C4BL	3628598	3649222	+
apr039_2__C4_1	apr039#2	apr039	apr039	C4AL	3630086	3650711	+
apr039_2__C4_2	apr039#2	apr039	apr039	C4BS	3662825	3677082	+
apr040_1__C4_1	apr040#1	apr040	apr040	C4BS	3566020	3580278	+
apr040_2__C4_1	apr040#2	apr040	apr040	C4BS	3569031	3583287	+
apr041_1__C4_1	apr041#1	apr041	apr041	C4AL	3562822	3583447	+
apr041_1__C4_2	apr041#1	apr041	apr041	C4BS	3595562	3609818	+
apr041_2__C4_1	apr041#2	apr041	apr041	C4BL	3550220	3570842	+
apr041_2__C4_2	apr041#2	apr041	apr041	C4AS	3582956	3597213	+
apr042_1__C4_1	apr042#1	apr042	apr042	C4AL	3516365	3536989	+
apr042_1__C4_2	apr042#1	apr042	apr042	C4BL	3549100	3569724	+
apr042_2__C4_1	apr042#2	apr042	apr042	C4AL	3560413	3581037	+
apr042_2__C4_2	apr042#2	apr042	apr042	C4BL	3593151	3613775	+
apr043_1__C4_1	apr043#1	apr043	apr043	C4AL	3555095	3575720	+
apr043_1__C4_2	apr043#1	apr043	apr043	C4BS	3587835	3602091	+
apr043_2__C4_1	apr043#2	apr043	apr043	C4AL	3574915	3595540	+
apr043_2__C4_2	apr043#2	apr043	apr043	C4BS	3607655	3621911	+
apr044_1__C4_1	apr044#1	apr044	apr044	C4AL	3573556	3594180	+
apr044_1__C4_2	apr044#1	apr044	apr044	C4AL	3606294	3626918	+
apr044_2__C4_1	apr044#2	apr044	apr044	C4AL	3579355	3599979	+
apr044_2__C4_2	apr044#2	apr044	apr044	C4BL	3612093	3632717	+
apr045_1__C4_1	apr045#1	apr045	apr045	C4AL	3563204	3583829	+
apr045_1__C4_2	apr045#1	apr045	apr045	C4BS	3595944	3610200	+
apr045_2__C4_1	apr045#2	apr045	apr045	C4AL	3623740	3644364	+
apr045_2__C4_2	apr045#2	apr045	apr045	C4BS	3656594	3670852	+
apr046_1__C4_1	apr046#1	apr046	apr046	C4AL	3509273	3529896	+
apr046_1__C4_2	apr046#1	apr046	apr046	C4BL	3542010	3562634	+
apr046_2__C4_1	apr046#2	apr046	apr046	C4AL	3566544	3587169	+
apr046_2__C4_2	apr046#2	apr046	apr046	C4BS	3599284	3613540	+
apr047_1__C4_1	apr047#1	apr047	apr047	C4AL	3635160	3655784	+
apr047_1__C4_2	apr047#1	apr047	apr047	C4BS	3668014	3682272	+
apr047_2__C4_1	apr047#2	apr047	apr047	C4AL	3566108	3586732	+
apr047_2__C4_2	apr047#2	apr047	apr047	C4BL	3598846	3619469	+
apr048_1__C4_1	apr048#1	apr048	apr048	C4AL	3563469	3584116	+
apr048_1__C4_2	apr048#1	apr048	apr048	C4AS	3596230	3610487	+
apr048_1__C4_3	apr048#1	apr048	apr048	C4BS	3622601	3636857	+
apr048_1__C4_4	apr048#1	apr048	apr048	C4BS	3648971	3663227	+
apr048_2__C4_1	apr048#2	apr048	apr048	C4AL	3567450	3588075	+
apr048_2__C4_2	apr048#2	apr048	apr048	C4BS	3600188	3614444	+
apr049_1__C4_1	apr049#1	apr049	apr049	C4AL	3552299	3572923	+
apr049_1__C4_2	apr049#1	apr049	apr049	C4BL	3585037	3605661	+
apr049_2__C4_1	apr049#2	apr049	apr049	C4AL	3634581	3655205	+
apr049_2__C4_2	apr049#2	apr049	apr049	C4BL	3667319	3687943	+
apr050_1__C4_1	apr050#1	apr050	apr050	C4BL	3573607	3594229	+
apr050_1__C4_2	apr050#1	apr050	apr050	C4AS	3606343	3620600	+
apr050_1__C4_3	apr050#1	apr050	apr050	C4BS	3632711	3646967	+
apr050_2__C4_1	apr050#2	apr050	apr050	C4AL	3628433	3649058	+
apr051_1__C4_1	apr051#1	apr051	apr051	C4AL	3560162	3580786	+
apr051_1__C4_2	apr051#1	apr051	apr051	C4BL	3592900	3613523	+
apr051_2__C4_1	apr051#2	apr051	apr051	C4AL	3567862	3588487	+
apr051_2__C4_2	apr051#2	apr051	apr051	C4BS	3600601	3614858	+
apr52_1__C4_1	apr52#1	apr52	apr52	C4AL	3562661	3583285	+
apr52_1__C4_2	apr52#1	apr52	apr52	C4BL	3595399	3616023	+
apr52_2__C4_1	apr52#2	apr52	apr52	C4AL	3517387	3538011	+
apr52_2__C4_2	apr52#2	apr52	apr52	C4BL	3550125	3570749	+
hg002_1__C4_1	hg002#1	hg002	hg002	C4AL	3560173	3580797	+
hg002_1__C4_2	hg002#1	hg002	hg002	C4BL	3592908	3613532	+
hg002_2__C4_1	hg002#2	hg002	hg002	C4AL	3562094	3582718	+
hg002_2__C4_2	hg002#2	hg002	hg002	C4BL	3594832	3615456	+
ksa001_1__C4_1	ksa001#1	ksa001	ksa001	C4AL	3563282	3583906	+
ksa001_1__C4_2	ksa001#1	ksa001	ksa001	C4BL	3596020	3616644	+
ksa001_2__C4_1	ksa001#2	ksa001	ksa001	C4AL	3632804	3653428	+
ksa001_2__C4_2	ksa001#2	ksa001	ksa001	C4BL	3665542	3686166	+
ksa002_2__C4_1	ksa002#2	ksa002	ksa002	C4AL	3560687	3581311	+
ksa002_2__C4_2	ksa002#2	ksa002	ksa002	C4BS	3593541	3607799	+
ksa003_1__C4_1	ksa003#1	ksa003	ksa003	C4AL	3574011	3594635	+
ksa003_1__C4_2	ksa003#1	ksa003	ksa003	C4BS	3606865	3621123	+
ksa003_2__C4_1	ksa003#2	ksa003	ksa003	C4AL	3565590	3586214	+
ksa003_2__C4_2	ksa003#2	ksa003	ksa003	C4BL	3598328	3618952	+
ksa005_1__C4_1	ksa005#1	ksa005	ksa005	C4AL	3573768	3594392	+
ksa005_1__C4_2	ksa005#1	ksa005	ksa005	C4AL	3606506	3627130	+
ksa005_1__C4_3	ksa005#1	ksa005	ksa005	C4BL	3639244	3659868	+
ksa005_2__C4_1	ksa005#2	ksa005	ksa005	C4AL	3633445	3654069	+
ksa005_2__C4_2	ksa005#2	ksa005	ksa005	C4AL	3666183	3686807	+
ksa005_2__C4_3	ksa005#2	ksa005	ksa005	C4BL	3698921	3719545	+
ksa006_1__C4_1	ksa006#1	ksa006	ksa006	C4BL	3545284	3565906	+
ksa006_1__C4_2	ksa006#1	ksa006	ksa006	C4AS	3578020	3592270	+
ksa006_1__C4_3	ksa006#1	ksa006	ksa006	C4BS	3604383	3618639	+
ksa007_1__C4_1	ksa007#1	ksa007	ksa007	C4AL	3562883	3583507	+
ksa007_1__C4_2	ksa007#1	ksa007	ksa007	C4BL	3595621	3616245	+
ksa007_2__C4_1	ksa007#2	ksa007	ksa007	C4AL	3517890	3538514	+
ksa007_2__C4_2	ksa007#2	ksa007	ksa007	C4AL	3550628	3571252	+
ksa008_1__C4_1	ksa008#1	ksa008	ksa008	C4BL	3546647	3567269	+
ksa008_1__C4_2	ksa008#1	ksa008	ksa008	C4AS	3579383	3593640	+
ksa008_2__C4_1	ksa008#2	ksa008	ksa008	C4AL	3549925	3570550	+
ksa008_2__C4_2	ksa008#2	ksa008	ksa008	C4BS	3582664	3596920	+
