donor	cram
NA19649	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239895/NA19649.final.cram
NA19650	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989413/NA19650.final.cram
NA19651	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239896/NA19651.final.cram
NA19652	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239897/NA19652.final.cram
NA19653	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989414/NA19653.final.cram
NA19654	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239898/NA19654.final.cram
NA19655	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239899/NA19655.final.cram
NA19656	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989415/NA19656.final.cram
NA19657	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239900/NA19657.final.cram
NA19658	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239901/NA19658.final.cram
NA19659	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989416/NA19659.final.cram
NA19660	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989417/NA19660.final.cram
NA19661	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239902/NA19661.final.cram
NA19662	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989418/NA19662.final.cram
NA19663	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239903/NA19663.final.cram
NA19664	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239904/NA19664.final.cram
NA19665	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989419/NA19665.final.cram
NA19669	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239905/NA19669.final.cram
NA19670	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239906/NA19670.final.cram
NA19671	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989420/NA19671.final.cram
NA19675	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989421/NA19675.final.cram
NA19676	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239907/NA19676.final.cram
NA19677	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989422/NA19677.final.cram
NA19678	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239908/NA19678.final.cram
NA19679	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239909/NA19679.final.cram
NA19680	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989423/NA19680.final.cram
NA19684	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239912/NA19684.final.cram
NA19685	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989425/NA19685.final.cram
NA19686	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989426/NA19686.final.cram
NA19703	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239915/NA19703.final.cram
NA19704	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239916/NA19704.final.cram
NA19705	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989428/NA19705.final.cram
NA19707	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239917/NA19707.final.cram
NA19711	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239918/NA19711.final.cram
NA19712	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239919/NA19712.final.cram
NA19713	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239920/NA19713.final.cram
NA19716	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239921/NA19716.final.cram
NA19717	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239922/NA19717.final.cram
NA19718	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989429/NA19718.final.cram
NA19719	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239923/NA19719.final.cram
NA19720	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239924/NA19720.final.cram
NA19721	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989430/NA19721.final.cram
NA19722	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239925/NA19722.final.cram
NA19723	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239926/NA19723.final.cram
NA19724	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989431/NA19724.final.cram
NA19725	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239927/NA19725.final.cram
NA19726	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239928/NA19726.final.cram
NA19727	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989432/NA19727.final.cram
NA19728	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239929/NA19728.final.cram
NA19729	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239930/NA19729.final.cram
NA19730	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989433/NA19730.final.cram
NA19731	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239931/NA19731.final.cram
NA19732	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239932/NA19732.final.cram
NA19733	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989434/NA19733.final.cram
NA19746	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239933/NA19746.final.cram
NA19747	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239934/NA19747.final.cram
NA19748	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989435/NA19748.final.cram
NA19749	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239935/NA19749.final.cram
NA19750	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239936/NA19750.final.cram
NA19751	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989436/NA19751.final.cram
NA19755	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239937/NA19755.final.cram
NA19756	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239938/NA19756.final.cram
NA19757	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989437/NA19757.final.cram
NA19758	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239939/NA19758.final.cram
NA19759	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239940/NA19759.final.cram
NA19760	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989438/NA19760.final.cram
NA19761	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239941/NA19761.final.cram
NA19762	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239942/NA19762.final.cram
NA19763	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989439/NA19763.final.cram
NA19770	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239943/NA19770.final.cram
NA19771	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239944/NA19771.final.cram
NA19772	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989440/NA19772.final.cram
NA19773	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239945/NA19773.final.cram
NA19774	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239946/NA19774.final.cram
NA19775	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989441/NA19775.final.cram
NA19780	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239950/NA19780.final.cram
NA19781	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989443/NA19781.final.cram
NA19782	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239951/NA19782.final.cram
NA19783	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239952/NA19783.final.cram
NA19784	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989444/NA19784.final.cram
NA19785	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239953/NA19785.final.cram
NA19786	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239954/NA19786.final.cram
NA19787	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989445/NA19787.final.cram
NA19788	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239955/NA19788.final.cram
NA19789	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239956/NA19789.final.cram
NA19790	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989446/NA19790.final.cram
NA19794	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239957/NA19794.final.cram
NA19795	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239958/NA19795.final.cram
NA19796	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989447/NA19796.final.cram
NA19818	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239959/NA19818.final.cram
NA19819	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239960/NA19819.final.cram
NA19828	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989448/NA19828.final.cram
NA19900	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239963/NA19900.final.cram
NA19901	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239964/NA19901.final.cram
NA19902	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989450/NA19902.final.cram
NA19904	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239965/NA19904.final.cram
NA19914	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239968/NA19914.final.cram
NA19916	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239969/NA19916.final.cram
NA19917	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239970/NA19917.final.cram
NA19918	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989451/NA19918.final.cram
NA19982	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239973/NA19982.final.cram
NA19983	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989454/NA19983.final.cram
NA20126	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239974/NA20126.final.cram
NA20127	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239975/NA20127.final.cram
NA20128	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989455/NA20128.final.cram
NA20276	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239976/NA20276.final.cram
NA20278	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239977/NA20278.final.cram
NA20279	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989457/NA20279.final.cram
NA20281	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239978/NA20281.final.cram
NA20287	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239980/NA20287.final.cram
NA20289	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239981/NA20289.final.cram
NA20291	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239982/NA20291.final.cram
NA20294	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239983/NA20294.final.cram
NA20296	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239984/NA20296.final.cram
NA20299	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239985/NA20299.final.cram
NA20314	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239986/NA20314.final.cram
NA20317	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239987/NA20317.final.cram
NA20332	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239988/NA20332.final.cram
NA20334	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239989/NA20334.final.cram
NA20340	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239990/NA20340.final.cram
NA20342	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239991/NA20342.final.cram
NA20348	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239993/NA20348.final.cram
NA20356	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239994/NA20356.final.cram
NA20357	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239995/NA20357.final.cram
NA20358	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989458/NA20358.final.cram
NA20359	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239996/NA20359.final.cram
NA20502	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239785/NA20502.final.cram
NA20504	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239787/NA20504.final.cram
NA20505	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239788/NA20505.final.cram
NA20506	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239789/NA20506.final.cram
NA20508	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239791/NA20508.final.cram
NA20509	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239792/NA20509.final.cram
NA20510	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239793/NA20510.final.cram
NA20512	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239795/NA20512.final.cram
NA20515	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239798/NA20515.final.cram
NA20516	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239799/NA20516.final.cram
NA20517	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239800/NA20517.final.cram
NA20518	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239801/NA20518.final.cram
NA20519	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239802/NA20519.final.cram
NA20520	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239803/NA20520.final.cram
NA20521	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239804/NA20521.final.cram
NA20522	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239805/NA20522.final.cram
NA20524	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239806/NA20524.final.cram
NA20525	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239807/NA20525.final.cram
NA20527	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239808/NA20527.final.cram
NA20528	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239809/NA20528.final.cram
NA20529	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239810/NA20529.final.cram
NA20530	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239811/NA20530.final.cram
NA20531	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239812/NA20531.final.cram
NA20534	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239815/NA20534.final.cram
NA20535	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239816/NA20535.final.cram
NA20538	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239818/NA20538.final.cram
NA20539	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239819/NA20539.final.cram
NA20540	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239820/NA20540.final.cram
NA20541	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239821/NA20541.final.cram
NA20542	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239822/NA20542.final.cram
NA20543	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239823/NA20543.final.cram
NA20544	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239824/NA20544.final.cram
NA20581	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239825/NA20581.final.cram
NA20582	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239826/NA20582.final.cram
NA20585	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239827/NA20585.final.cram
NA20586	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239828/NA20586.final.cram
NA20588	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239830/NA20588.final.cram
NA20589	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239831/NA20589.final.cram
NA20753	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239833/NA20753.final.cram
NA20754	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239834/NA20754.final.cram
NA20755	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239835/NA20755.final.cram
NA20756	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239836/NA20756.final.cram
NA20757	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239837/NA20757.final.cram
NA20758	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239838/NA20758.final.cram
NA20759	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239839/NA20759.final.cram
NA20760	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239840/NA20760.final.cram
NA20761	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239841/NA20761.final.cram
NA20765	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239845/NA20765.final.cram
NA20766	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239846/NA20766.final.cram
NA20768	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239848/NA20768.final.cram
NA20769	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239849/NA20769.final.cram
NA20770	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239850/NA20770.final.cram
NA20771	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239851/NA20771.final.cram
NA20772	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239852/NA20772.final.cram
NA20773	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239853/NA20773.final.cram
NA20774	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239854/NA20774.final.cram
NA20775	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239855/NA20775.final.cram
NA20778	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239856/NA20778.final.cram
NA20783	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239857/NA20783.final.cram
NA20785	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239858/NA20785.final.cram
NA20786	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239859/NA20786.final.cram
NA20787	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239860/NA20787.final.cram
NA20790	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239861/NA20790.final.cram
NA20792	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239862/NA20792.final.cram
NA20795	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239863/NA20795.final.cram
NA20796	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239864/NA20796.final.cram
NA20797	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239865/NA20797.final.cram
NA20798	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239866/NA20798.final.cram
NA20800	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239868/NA20800.final.cram
NA20801	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239869/NA20801.final.cram
NA20802	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239870/NA20802.final.cram
NA20803	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239871/NA20803.final.cram
NA20804	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239872/NA20804.final.cram
NA20807	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239875/NA20807.final.cram
NA20808	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239876/NA20808.final.cram
NA20810	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239878/NA20810.final.cram
NA20811	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239879/NA20811.final.cram
NA20812	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239880/NA20812.final.cram
NA20813	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239881/NA20813.final.cram
NA20815	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239883/NA20815.final.cram
NA20818	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239884/NA20818.final.cram
NA20819	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239885/NA20819.final.cram
NA20826	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239888/NA20826.final.cram
NA20828	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239890/NA20828.final.cram
