donor	stratum	population	family	fold	cohort	cram
NA18853	AFR	YRI	Y018	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239382/NA18853.final.cram
NA18854	AFR	YRI	Y018	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989354/NA18854.final.cram
NA18855	AFR	YRI	Y023	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989355/NA18855.final.cram
NA18856	AFR	YRI	Y023	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239383/NA18856.final.cram
NA18857	AFR	YRI	Y023	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989356/NA18857.final.cram
NA18858	AFR	YRI	Y012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239384/NA18858.final.cram
NA18859	AFR	YRI	Y012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989357/NA18859.final.cram
NA18860	AFR	YRI	Y012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989358/NA18860.final.cram
NA18861	AFR	YRI	Y024	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239385/NA18861.final.cram
NA18862	AFR	YRI	Y024	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989359/NA18862.final.cram
NA18863	AFR	YRI	Y024	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989360/NA18863.final.cram
NA18870	AFR	YRI	Y017	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239386/NA18870.final.cram
NA18871	AFR	YRI	Y017	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239387/NA18871.final.cram
NA18872	AFR	YRI	Y017	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989362/NA18872.final.cram
NA18912	AFR	YRI	Y028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239390/NA18912.final.cram
NA18913	AFR	YRI	Y028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989366/NA18913.final.cram
NA18914	AFR	YRI	Y028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989367/NA18914.final.cram
NA18939	EAS	JPT	NA18939	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239557/NA18939.final.cram
NA18941	EAS	JPT	NA18941	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239558/NA18941.final.cram
NA18942	EAS	JPT	NA18942	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239393/NA18942.final.cram
NA18946	EAS	JPT	NA18946	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239559/NA18946.final.cram
NA18947	EAS	JPT	NA18947	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239397/NA18947.final.cram
NA18949	EAS	JPT	NA18949	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239399/NA18949.final.cram
NA18951	EAS	JPT	NA18951	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239400/NA18951.final.cram
NA18953	EAS	JPT	NA18953	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239402/NA18953.final.cram
NA18954	EAS	JPT	NA18954	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239560/NA18954.final.cram
NA18956	EAS	JPT	NA18956	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239403/NA18956.final.cram
NA18957	EAS	JPT	NA18957	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239561/NA18957.final.cram
NA18961	EAS	JPT	NA18961	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239406/NA18961.final.cram
NA18962	EAS	JPT	NA18962	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239562/NA18962.final.cram
NA18963	EAS	JPT	NA18963	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239563/NA18963.final.cram
NA18964	EAS	JPT	NA18964	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239407/NA18964.final.cram
NA18965	EAS	JPT	NA18965	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239408/NA18965.final.cram
NA18966	EAS	JPT	NA18966	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239564/NA18966.final.cram
NA18968	EAS	JPT	NA18968	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239410/NA18968.final.cram
NA18969	EAS	JPT	NA18969	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239411/NA18969.final.cram
NA18972	EAS	JPT	NA18972	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239414/NA18972.final.cram
NA18973	EAS	JPT	NA18973	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239415/NA18973.final.cram
NA18975	EAS	JPT	NA18975	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239417/NA18975.final.cram
NA18977	EAS	JPT	NA18977	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239565/NA18977.final.cram
NA18978	EAS	JPT	NA18978	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239566/NA18978.final.cram
NA18979	EAS	JPT	NA18979	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239567/NA18979.final.cram
NA18980	EAS	JPT	NA18980	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239419/NA18980.final.cram
NA18981	EAS	JPT	NA18981	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239420/NA18981.final.cram
NA18987	EAS	JPT	NA18987	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239568/NA18987.final.cram
NA18991	EAS	JPT	NA18991	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239570/NA18991.final.cram
NA18992	EAS	JPT	NA18992	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239571/NA18992.final.cram
NA18993	EAS	JPT	NA18993	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239572/NA18993.final.cram
NA18994	EAS	JPT	NA18994	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239573/NA18994.final.cram
NA18995	EAS	JPT	NA18995	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239574/NA18995.final.cram
NA18997	EAS	JPT	NA18997	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239575/NA18997.final.cram
NA18998	EAS	JPT	NA18998	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239576/NA18998.final.cram
NA18999	EAS	JPT	NA18999	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239577/NA18999.final.cram
NA19000	EAS	JPT	NA19000	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239578/NA19000.final.cram
NA19001	EAS	JPT	NA19001	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239579/NA19001.final.cram
NA19002	EAS	JPT	NA19002	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239580/NA19002.final.cram
NA19003	EAS	JPT	NA19003	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239581/NA19003.final.cram
NA19005	EAS	JPT	NA19005	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239421/NA19005.final.cram
NA19009	EAS	JPT	NA19009	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239583/NA19009.final.cram
NA19010	EAS	JPT	NA19010	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239584/NA19010.final.cram
NA19012	EAS	JPT	NA19012	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239585/NA19012.final.cram
NA19027	AFR	LWK	NA19027	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239690/NA19027.final.cram
NA19028	AFR	LWK	NA19028	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239691/NA19028.final.cram
NA19031	AFR	LWK	NA19031	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239693/NA19031.final.cram
NA19035	AFR	LWK	NA19035	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239694/NA19035.final.cram
NA19038	AFR	LWK	NA19038	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239697/NA19038.final.cram
NA19041	AFR	LWK	NA19041	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239698/NA19041.final.cram
NA19054	EAS	JPT	NA19054	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239586/NA19054.final.cram
NA19055	EAS	JPT	NA19055	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239587/NA19055.final.cram
NA19056	EAS	JPT	NA19056	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239588/NA19056.final.cram
NA19057	EAS	JPT	NA19057	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239589/NA19057.final.cram
NA19058	EAS	JPT	NA19058	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239590/NA19058.final.cram
NA19059	EAS	JPT	NA19059	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239591/NA19059.final.cram
NA19060	EAS	JPT	NA19060	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239592/NA19060.final.cram
NA19062	EAS	JPT	NA19062	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239593/NA19062.final.cram
NA19063	EAS	JPT	NA19063	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239594/NA19063.final.cram
NA19064	EAS	JPT	NA19064	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239595/NA19064.final.cram
NA19065	EAS	JPT	NA19065	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239596/NA19065.final.cram
NA19067	EAS	JPT	NA19067	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239598/NA19067.final.cram
NA19068	EAS	JPT	NA19068	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239599/NA19068.final.cram
NA19070	EAS	JPT	NA19070	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239600/NA19070.final.cram
NA19072	EAS	JPT	NA19072	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239601/NA19072.final.cram
NA19074	EAS	JPT	NA19074	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239602/NA19074.final.cram
NA19075	EAS	JPT	NA19075	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239603/NA19075.final.cram
NA19076	EAS	JPT	NA19076	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239604/NA19076.final.cram
NA19077	EAS	JPT	NA19077	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239605/NA19077.final.cram
NA19078	EAS	JPT	NA19078	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239606/NA19078.final.cram
NA19080	EAS	JPT	NA19080	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239608/NA19080.final.cram
NA19081	EAS	JPT	NA19081	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239609/NA19081.final.cram
NA19082	EAS	JPT	NA19082	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239610/NA19082.final.cram
NA19083	EAS	JPT	NA19083	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239611/NA19083.final.cram
NA19084	EAS	JPT	NA19084	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239612/NA19084.final.cram
NA19085	EAS	JPT	NA19085	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239613/NA19085.final.cram
NA19086	EAS	JPT	NA19086	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239614/NA19086.final.cram
NA19092	AFR	YRI	Y040	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239617/NA19092.final.cram
NA19093	AFR	YRI	Y040	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239422/NA19093.final.cram
NA19094	AFR	YRI	Y040	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989371/NA19094.final.cram
NA19098	AFR	YRI	Y105	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239423/NA19098.final.cram
NA19099	AFR	YRI	Y105	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239424/NA19099.final.cram
NA19100	AFR	YRI	Y105	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989373/NA19100.final.cram
NA19101	AFR	YRI	Y042	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989374/NA19101.final.cram
NA19102	AFR	YRI	Y042	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239425/NA19102.final.cram
NA19103	AFR	YRI	Y042	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989375/NA19103.final.cram
NA19116	AFR	YRI	Y060	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239428/NA19116.final.cram
NA19119	AFR	YRI	Y060	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239429/NA19119.final.cram
NA19120	AFR	YRI	Y060	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989378/NA19120.final.cram
NA19127	AFR	YRI	Y077	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989381/NA19127.final.cram
NA19128	AFR	YRI	Y077	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989382/NA19128.final.cram
NA19129	AFR	YRI	Y077	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239430/NA19129.final.cram
NA19130	AFR	YRI	Y101	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239625/NA19130.final.cram
NA19131	AFR	YRI	Y101	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239431/NA19131.final.cram
NA19132	AFR	YRI	Y101	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989383/NA19132.final.cram
NA19137	AFR	YRI	Y043	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239432/NA19137.final.cram
NA19138	AFR	YRI	Y043	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239433/NA19138.final.cram
NA19139	AFR	YRI	Y043	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989384/NA19139.final.cram
NA19140	AFR	YRI	Y071	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989385/NA19140.final.cram
NA19141	AFR	YRI	Y071	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239434/NA19141.final.cram
NA19142	AFR	YRI	Y071	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989386/NA19142.final.cram
NA19143	AFR	YRI	Y074	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239435/NA19143.final.cram
NA19144	AFR	YRI	Y074	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239436/NA19144.final.cram
NA19145	AFR	YRI	Y074	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989387/NA19145.final.cram
NA19152	AFR	YRI	Y072	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239438/NA19152.final.cram
NA19153	AFR	YRI	Y072	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239439/NA19153.final.cram
NA19154	AFR	YRI	Y072	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989391/NA19154.final.cram
NA19171	AFR	YRI	Y047	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239442/NA19171.final.cram
NA19172	AFR	YRI	Y047	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239443/NA19172.final.cram
NA19173	AFR	YRI	Y047	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989393/NA19173.final.cram
NA19200	AFR	YRI	Y045	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239445/NA19200.final.cram
NA19201	AFR	YRI	Y045	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239446/NA19201.final.cram
NA19202	AFR	YRI	Y045	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989400/NA19202.final.cram
NA19203	AFR	YRI	Y048	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989401/NA19203.final.cram
NA19204	AFR	YRI	Y048	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239447/NA19204.final.cram
NA19205	AFR	YRI	Y048	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989402/NA19205.final.cram
NA19206	AFR	YRI	Y051	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239448/NA19206.final.cram
NA19207	AFR	YRI	Y051	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239449/NA19207.final.cram
NA19208	AFR	YRI	Y051	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989403/NA19208.final.cram
NA19209	AFR	YRI	Y050	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239450/NA19209.final.cram
NA19210	AFR	YRI	Y050	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239451/NA19210.final.cram
NA19211	AFR	YRI	Y050	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989404/NA19211.final.cram
NA19221	AFR	YRI	Y058	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/additional_698_related/data/ERR3989406/NA19221.final.cram
NA19222	AFR	YRI	Y058	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239892/NA19222.final.cram
NA19223	AFR	YRI	Y058	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239636/NA19223.final.cram
NA19307	AFR	LWK	NA19307	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239704/NA19307.final.cram
NA19308	AFR	LWK	NA19308	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239705/NA19308.final.cram
NA19309	AFR	LWK	NA19309	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239706/NA19309.final.cram
NA19310	AFR	LWK	NA19310	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239707/NA19310.final.cram
NA19314	AFR	LWK	NA19314	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239709/NA19314.final.cram
NA19315	AFR	LWK	NA19315	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239710/NA19315.final.cram
NA19316	AFR	LWK	NA19316	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239711/NA19316.final.cram
NA19317	AFR	LWK	NA19317	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239712/NA19317.final.cram
NA19318	AFR	LWK	NA19318	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239713/NA19318.final.cram
NA19319	AFR	LWK	NA19319	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239714/NA19319.final.cram
NA19321	AFR	LWK	NA19321	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239716/NA19321.final.cram
NA19324	AFR	LWK	NA19324	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239718/NA19324.final.cram
NA19327	AFR	LWK	NA19327	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239719/NA19327.final.cram
NA19328	AFR	LWK	NA19328	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239720/NA19328.final.cram
NA19332	AFR	LWK	NA19332	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239722/NA19332.final.cram
NA19334	AFR	LWK	NA19334	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239723/NA19334.final.cram
NA19346	AFR	LWK	NA19346	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239725/NA19346.final.cram
NA19347	AFR	LWK	NA19347	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239726/NA19347.final.cram
NA19350	AFR	LWK	NA19350	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239727/NA19350.final.cram
NA19360	AFR	LWK	NA19360	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239730/NA19360.final.cram
NA19372	AFR	LWK	NA19372	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239731/NA19372.final.cram
NA19374	AFR	LWK	NA19374	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239732/NA19374.final.cram
NA19375	AFR	LWK	NA19375	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239733/NA19375.final.cram
NA19376	AFR	LWK	NA19376	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239734/NA19376.final.cram
NA19377	AFR	LWK	NA19377	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239735/NA19377.final.cram
NA19379	AFR	LWK	NA19379	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239737/NA19379.final.cram
NA19380	AFR	LWK	NA19380	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239738/NA19380.final.cram
NA19383	AFR	LWK	NA19383	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239739/NA19383.final.cram
NA19384	AFR	LWK	NA19384	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239740/NA19384.final.cram
NA19385	AFR	LWK	NA19385	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239741/NA19385.final.cram
NA19390	AFR	LWK	NA19390	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239742/NA19390.final.cram
NA19393	AFR	LWK	NA19393	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239744/NA19393.final.cram
NA19394	AFR	LWK	NA19394	0	Gourraud2014	https://s3.amazonaws.com/1000genomes/1000G_2504_high_coverage/data/ERR3239745/NA19394.final.cram
