locus	haplotype	hap_id	gene	strand	clipped	gene_start0	gene_end0	cds
HLA-DP	NA18505.2	NA18505#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA18508.1	NA18508#1	DPA1	-	0	9837	19617	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA18508.2	NA18508#2	DPA1	-	0	9838	19593	14204-14359,14573-14855,15195-15441,18997-19097
HLA-DP	NA18522.1	NA18522#1	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18522.2	NA18522#2	DPA1	-	0	10090	19390	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA18879.1	NA18879#1	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18879.2	NA18879#2	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18906.1	NA18906#1	DPA1	-	0	9835	19388	14199-14354,14568-14850,15190-15436,18992-19092
HLA-DP	NA18906.2	NA18906#2	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	NA19036.1	NA19036#1	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19036.2	NA19036#2	DPA1	-	0	10031	19806	14362-14517,14731-15013,15353-15599,19183-19283
HLA-DP	NA19043.1	NA19043#1	DPA1	-	0	10084	19394	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19043.2	NA19043#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA19159.1	NA19159#1	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19159.2	NA19159#2	DPA1	-	0	9984	19759	14315-14470,14684-14966,15306-15552,19136-19236
HLA-DP	NA19185.1	NA19185#1	DPA1	-	0	10037	19812	14368-14523,14737-15019,15359-15605,19189-19289
HLA-DP	NA19185.2	NA19185#2	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19240.1	NA19240#1	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19240.2	NA19240#2	DPA1	-	0	9837	19617	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA19338.1	NA19338#1	DPA1	-	0	9837	19390	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA19338.2	NA19338#2	DPA1	-	0	13545	19159	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	NA19391.1	NA19391#1	DPA1	-	0	9837	19390	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA19391.2	NA19391#2	DPA1	-	0	14214	19948	14731-14886,15100-15382,15722-15968,19552-19652
HLA-DP	NA19443.1	NA19443#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA19443.2	NA19443#2	DPA1	-	0	10385	20023	14716-14871,15085-15367,15707-15953,19537-19637
HLA-DP	NA19468.1	NA19468#1	DPA1	-	0	9837	19617	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA19468.2	NA19468#2	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	NA19682.1	NA19682#1	DPA1	-	0	10230	19987	14561-14716,14930-15212,15552-15798,19364-19464
HLA-DP	NA19682.2	NA19682#2	DPA1	-	0	10032	19807	14363-14518,14732-15014,15354-15600,19184-19284
HLA-DP	NA19700.1	NA19700#1	DPA1	-	0	10036	19811	14367-14522,14736-15018,15358-15604,19188-19288
HLA-DP	NA19700.2	NA19700#2	DPA1	-	0	14216	19417	14368-14523,14737-15019,15359-15605,19189-19289
HLA-DP	NA19776.1	NA19776#1	DPA1	-	0	10230	19987	14561-14716,14930-15212,15552-15798,19364-19464
HLA-DP	NA19776.2	NA19776#2	DPA1	-	0	10230	19987	14561-14716,14930-15212,15552-15798,19364-19464
HLA-DP	NA19835.1	NA19835#1	DPA1	-	0	14160	19894	14677-14832,15046-15328,15668-15914,19498-19598
HLA-DP	NA19835.2	NA19835#2	DPA1	-	0	14213	19947	14730-14885,15099-15381,15721-15967,19551-19651
HLA-DP	NA19909.1	NA19909#1	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19909.2	NA19909#2	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA20129.1	NA20129#1	DPA1	-	0	13474	19351	14128-14283,14497-14779,15119-15365,18955-19055
HLA-DP	NA20129.2	NA20129#2	DPA1	-	0	10033	19808	14364-14519,14733-15015,15355-15601,19185-19285
HLA-DP	NA20282.1	NA20282#1	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	NA20282.2	NA20282#2	DPA1	-	0	13542	19164	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA20346.1	NA20346#1	DPA1	-	0	9838	19591	14202-14357,14571-14853,15193-15439,18995-19095
HLA-DP	NA20346.2	NA20346#2	DPA1	-	0	13875	19289	14368-14523,14737-15019,15359-15605,19189-19289
HLA-DP	NA20503.1	NA20503#1	DPA1	-	0	10230	19987	14561-14716,14930-15212,15552-15798,19364-19464
HLA-DP	NA20503.2	NA20503#2	DPA1	-	0	10033	19808	14364-14519,14733-15015,15355-15601,19185-19285
HLA-DP	NA20752.1	NA20752#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA20752.2	NA20752#2	DPA1	-	0	9984	19759	14315-14470,14684-14966,15306-15552,19136-19236
HLA-DP	NA20762.1	NA20762#1	DPA1	-	0	10384	20022	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA20762.2	NA20762#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA20799.1	NA20799#1	DPA1	-	0	10037	19794	14368-14523,14737-15019,15359-15605,19171-19271
HLA-DP	NA20799.2	NA20799#2	DPA1	-	0	10037	19794	14368-14523,14737-15019,15359-15605,19188-19288
HLA-DP	NA20805.1	NA20805#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA20805.2	NA20805#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA20806.1	NA20806#1	DPA1	-	0	10033	19808	14364-14519,14733-15015,15355-15601,19185-19285
HLA-DP	NA20806.2	NA20806#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA20809.1	NA20809#1	DPA1	-	0	10033	19808	14364-14519,14733-15015,15355-15601,19185-19285
HLA-DP	NA20809.2	NA20809#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA20827.1	NA20827#1	DPA1	-	0	9835	19388	14199-14354,14568-14850,15190-15436,18992-19092
HLA-DP	NA20827.2	NA20827#2	DPA1	-	0	9835	19388	14199-14354,14568-14850,15190-15436,18992-19092
HLA-DP	NA20850.1	NA20850#1	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA20850.2	NA20850#2	DPA1	-	0	9830	19522	14194-14349,14563-14845,15185-15431,18997-19097
HLA-DP	NA20870.1	NA20870#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA20870.2	NA20870#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA20905.1	NA20905#1	DPA1	-	0	10035	19810	14366-14521,14735-15017,15357-15603,19187-19287
HLA-DP	NA20905.2	NA20905#2	DPA1	-	0	9788	19578	14152-14307,14521-14803,15143-15389,18955-19055
HLA-DP	NA21093.1	NA21093#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA21093.2	NA21093#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA21102.1	NA21102#1	DPA1	-	0	9837	19590	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA21102.2	NA21102#2	DPA1	-	0	10089	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	NA21106.1	NA21106#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA21106.2	NA21106#2	DPA1	-	0	10383	20158	14714-14869,15083-15365,15705-15951,19535-19635
HLA-DP	NA21110.1	NA21110#1	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA21110.2	NA21110#2	DPA1	-	0	10383	20158	14714-14869,15083-15365,15705-15951,19535-19635
HLA-DP	NA21144.1	NA21144#1	DPA1	-	0	9837	19590	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA21144.2	NA21144#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	NA21309.1	NA21309#1	DPA1	-	0	14165	19899	14682-14837,15051-15333,15673-15919,19503-19603
HLA-DP	NA21309.2	NA21309#2	DPA1	-	0	10387	20162	14718-14873,15087-15369,15709-15955,19539-19639
HLA-DP	NA18940_JaSaPaGe.1	NA18940.JaSaPaGe#1	DPA1	-	0	10385	20160	14716-14871,15085-15367,15707-15953,19537-19637
HLA-DP	NA18940_JaSaPaGe.2	NA18940.JaSaPaGe#2	DPA1	-	0	10230	19987	14561-14716,14930-15212,15552-15798,19364-19464
HLA-DP	NA18943_JaSaPaGe.1	NA18943.JaSaPaGe#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18943_JaSaPaGe.2	NA18943.JaSaPaGe#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA18945_JaSaPaGe.1	NA18945.JaSaPaGe#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18945_JaSaPaGe.2	NA18945.JaSaPaGe#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA18952_JaSaPaGe.1	NA18952.JaSaPaGe#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18952_JaSaPaGe.2	NA18952.JaSaPaGe#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18970_JaSaPaGe.1	NA18970.JaSaPaGe#1	DPA1	-	0	9828	19520	14192-14347,14561-14843,15183-15429,18995-19095
HLA-DP	NA18970_JaSaPaGe.2	NA18970.JaSaPaGe#2	DPA1	-	0	9837	19590	14201-14356,14570-14852,15192-15438,18994-19094
HLA-DP	NA18990.1	NA18990#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA18990.2	NA18990#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19007.1	NA19007#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19007.2	NA19007#2	DPA1	-	0	9830	19522	14194-14349,14563-14845,15185-15431,18997-19097
HLA-DP	NA19066.1	NA19066#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19066.2	NA19066#2	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	NA19079.1	NA19079#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19079.2	NA19079#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	NA19088.1	NA19088#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	NA19088.2	NA19088#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa001.1	ksa001#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa001.2	ksa001#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	ksa002.1	ksa002#1	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	ksa002.2	ksa002#2	DPA1	-	0	10036	19811	14367-14522,14736-15018,15358-15604,19188-19288
HLA-DP	ksa003.1	ksa003#1	DPA1	-	0	10384	20022	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa003.2	ksa003#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	ksa004.1	ksa004#1	DPA1	-	0	10038	19795	14369-14524,14738-15020,15360-15606,19172-19272
HLA-DP	ksa004.2	ksa004#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	ksa005.1	ksa005#1	DPA1	-	0	10385	20023	14716-14871,15085-15367,15707-15953,19537-19637
HLA-DP	ksa005.2	ksa005#2	DPA1	-	0	11969	20121	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa006.1	ksa006#1	DPA1	-	0	14219	19418	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	ksa006.2	ksa006#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa007.1	ksa007#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa007.2	ksa007#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	ksa008.1	ksa008#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	ksa008.2	ksa008#2	DPA1	-	0	13474	19351	14128-14283,14497-14779,15119-15365,18955-19055
HLA-DP	ksa009.1	ksa009#1	DPA1	-	0	10038	19795	14369-14524,14738-15020,15360-15606,19172-19272
HLA-DP	ksa009.2	ksa009#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	KOREF1.1	KOREF1#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KOREF1.2	KOREF1#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KOREF2.1	KOREF2#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KOREF2.2	KOREF2#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-071.1	KPanRef-071#1	DPA1	-	0	9830	19522	14194-14349,14563-14845,15185-15431,18997-19097
HLA-DP	KPanRef-071.2	KPanRef-071#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	KPanRef-072.1	KPanRef-072#1	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	KPanRef-072.2	KPanRef-072#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-073.1	KPanRef-073#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-073.2	KPanRef-073#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-074.1	KPanRef-074#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-074.2	KPanRef-074#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-075.1	KPanRef-075#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-075.2	KPanRef-075#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-076.1	KPanRef-076#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-076.2	KPanRef-076#2	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	KPanRef-076-M.1	KPanRef-076-M#1	DPA1	-	0	9836	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	KPanRef-076-M.2	KPanRef-076-M#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-076-P.1	KPanRef-076-P#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-076-P.2	KPanRef-076-P#2	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-077.1	KPanRef-077#1	DPA1	-	0	10384	20159	14715-14870,15084-15366,15706-15952,19536-19636
HLA-DP	KPanRef-077.2	KPanRef-077#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-078.1	KPanRef-078#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-078.2	KPanRef-078#2	DPA1	-	0	10034	19809	14365-14520,14734-15016,15356-15602,19186-19286
HLA-DP	KPanRef-079.1	KPanRef-079#1	DPA1	-	0	10089	19389	14200-14355,14569-14851,15191-15437,18993-19093
HLA-DP	KPanRef-079.2	KPanRef-079#2	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-080.1	KPanRef-080#1	DPA1	-	0	9831	19523	14195-14350,14564-14846,15186-15432,18998-19098
HLA-DP	KPanRef-080.2	KPanRef-080#2	DPA1	-	0	10230	19987	14561-14716,14930-15212,15552-15798,19364-19464
HLA-DP	GRCh38.0	GRCh38#0	DPA1	-	0	10033	19808	14364-14519,14733-15015,15355-15601,19185-19285
HLA-DP	chm13.0	chm13#0	DPA1	-	0	10033	19808	14364-14519,14733-15015,15355-15601,19185-19285
HLA-DP	apr-f.1	apr-f#1	DPB1	+	0	21391	32917	21757-21857,26387-26651,30665-30947,31494-31605,31934-31954
HLA-DP	apr-f.2	apr-f#2	DPB1	+	0	21740	33272	22106-22206,26742-27006,31020-31302,31849-31960,32289-32309
HLA-DP	apr-m.1	apr-m#1	DPB1	+	0	21197	32659	21563-21663,26198-26462,30413-30695,31242-31353,31682-31702
HLA-DP	apr-m.2	apr-m#2	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr-s.1	apr-s#1	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr-s.2	apr-s#2	DPB1	+	0	21391	32917	21757-21857,26387-26651,30665-30947,31494-31605,31934-31954
HLA-DP	apr001.1	apr001#1	DPB1	+	0	21200	32666	21566-21666,26200-26464,30414-30696,31243-31354,31683-31703
HLA-DP	apr001.2	apr001#2	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr002.1	apr002#1	DPB1	+	0	21741	33273	22107-22207,26743-27007,31021-31303,31850-31961,32290-32310
HLA-DP	apr002.2	apr002#2	DPB1	+	0	21741	33261	22107-22207,26743-27007,31009-31291,31838-31949,32278-32298
HLA-DP	apr003.1	apr003#1	DPB1	+	0	21740	33264	22106-22206,26742-27006,31016-31298,31845-31956,32285-32305
HLA-DP	apr003.2	apr003#2	DPB1	+	0	21181	32643	21547-21647,26182-26446,30397-30679,31226-31337,31666-31686
HLA-DP	apr004.1	apr004#1	DPB1	+	0	21214	32735	21580-21680,26209-26473,30483-30765,31312-31423,31752-31772
HLA-DP	apr004.2	apr004#2	DPB1	+	0	21741	33277	22107-22207,26743-27007,31025-31307,31854-31965,32294-32314
HLA-DP	apr005.1	apr005#1	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr005.2	apr005#2	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr006.1	apr006#1	DPB1	+	0	21391	32917	21757-21857,26387-26651,30665-30947,31494-31605,31934-31954
HLA-DP	apr006.2	apr006#2	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr007.1	apr007#1	DPB1	+	0	21214	32735	21580-21680,26209-26473,30483-30765,31312-31423,31752-31772
HLA-DP	apr007.2	apr007#2	DPB1	+	0	21742	33270	22108-22208,26744-27008,31018-31300,31847-31958,32287-32307
HLA-DP	apr008.1	apr008#1	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr008.2	apr008#2	DPB1	+	0	21391	32917	21757-21857,26387-26651,30665-30947,31494-31605,31934-31954
HLA-DP	apr009.1	apr009#1	DPB1	+	0	21393	32859	21759-21859,26393-26657,30607-30889,31436-31547,31876-31896
HLA-DP	apr009.2	apr009#2	DPB1	+	0	21398	32924	21764-21864,26394-26658,30672-30954,31501-31612,31941-31961
HLA-DP	apr010.1	apr010#1	DPB1	+	0	21391	32913	21757-21857,26387-26651,30661-30943,31490-31601,31930-31950
HLA-DP	apr010.2	apr010#2	DPB1	+	0	21160	32625	21526-21626,26161-26425,30373-30655,31202-31313,31642-31662
HLA-DP	apr011.1	apr011#1	DPB1	+	0	21203	32665	21569-21669,26204-26468,30419-30701,31248-31359,31688-31708
HLA-DP	apr011.2	apr011#2	DPB1	+	0	21391	32917	21757-21857,26387-26651,30665-30947,31494-31605,31934-31954
HLA-DP	apr012.1	apr012#1	DPB1	+	0	21736	33264	22102-22202,26738-27002,31012-31294,31841-31952,32281-32301
HLA-DP	apr012.2	apr012#2	DPB1	+	0	21376	32892	21742-21842,26378-26642,30640-30922,31469-31580,31909-31929
HLA-DP	apr013.1	apr013#1	DPB1	+	0	21199	32667	21565-21665,26200-26464,30415-30697,31244-31355,31684-31704
HLA-DP	apr013.2	apr013#2	DPB1	+	0	21198	32715	21564-21664,26199-26463,30463-30745,31292-31403,31732-31752
HLA-DP	apr014.1	apr014#1	DPB1	+	0	21393	32919	21759-21859,26389-26653,30667-30949,31496-31607,31936-31956
HLA-DP	apr014.2	apr014#2	DPB1	+	0	21203	32671	21569-21669,26204-26468,30419-30701,31248-31359,31688-31708
HLA-DP	apr015.1	apr015#1	DPB1	+	0	21741	33269	22107-22207,26743-27007,31017-31299,31846-31957,32286-32306
HLA-DP	apr015.2	apr015#2	DPB1	+	0	21194	32660	21560-21660,26194-26458,30408-30690,31237-31348,31677-31697
HLA-DP	apr016.1	apr016#1	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr016.2	apr016#2	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr018.1	apr018#1	DPB1	+	0	21384	32858	21750-21850,26391-26655,30606-30888,31435-31546,31875-31895
HLA-DP	apr018.2	apr018#2	DPB1	+	0	21376	32892	21742-21842,26378-26642,30640-30922,31469-31580,31909-31929
HLA-DP	apr019.1	apr019#1	DPB1	+	0	21377	32893	21743-21843,26379-26643,30641-30923,31470-31581,31910-31930
HLA-DP	apr019.2	apr019#2	DPB1	+	0	21198	32715	21564-21664,26199-26463,30463-30745,31292-31403,31732-31752
HLA-DP	apr020.1	apr020#1	DPB1	+	0	21198	32664	21564-21664,26198-26462,30412-30694,31241-31352,31681-31701
HLA-DP	apr020.2	apr020#2	DPB1	+	0	21202	32670	21568-21668,26203-26467,30418-30700,31247-31358,31687-31707
HLA-DP	apr021.1	apr021#1	DPB1	+	0	21399	32921	21765-21865,26395-26659,30669-30951,31498-31609,31938-31958
HLA-DP	apr021.2	apr021#2	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr022.1	apr022#1	DPB1	+	0	21200	32666	21566-21666,26200-26464,30414-30696,31243-31354,31683-31703
HLA-DP	apr022.2	apr022#2	DPB1	+	0	21741	33266	22107-22207,26743-27007,31014-31296,31843-31954,32283-32303
HLA-DP	apr023.1	apr023#1	DPB1	+	0	21741	33257	22107-22207,26743-27007,31005-31287,31834-31945,32274-32294
HLA-DP	apr023.2	apr023#2	DPB1	+	0	21220	32742	21586-21686,26216-26480,30490-30772,31319-31430,31759-31779
HLA-DP	apr024.1	apr024#1	DPB1	+	0	21202	32668	21568-21668,26202-26466,30416-30698,31245-31356,31685-31705
HLA-DP	apr024.2	apr024#2	DPB1	+	0	21203	32665	21569-21669,26204-26468,30419-30701,31248-31359,31688-31708
HLA-DP	apr025.1	apr025#1	DPB1	+	0	21741	33273	22107-22207,26743-27007,31021-31303,31850-31961,32290-32310
HLA-DP	apr025.2	apr025#2	DPB1	+	0	21389	32863	21755-21855,26396-26660,30611-30893,31440-31551,31880-31900
HLA-DP	apr026.1	apr026#1	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr026.2	apr026#2	DPB1	+	0	21202	32669	21568-21668,26203-26467,30417-30699,31246-31357,31686-31706
HLA-DP	apr027.1	apr027#1	DPB1	+	0	21736	33264	22102-22202,26738-27002,31012-31294,31841-31952,32281-32301
HLA-DP	apr027.2	apr027#2	DPB1	+	0	21391	32913	21757-21857,26387-26651,30661-30943,31490-31601,31930-31950
HLA-DP	apr029.1	apr029#1	DPB1	+	0	21198	32715	21564-21664,26199-26463,30463-30745,31292-31403,31732-31752
HLA-DP	apr029.2	apr029#2	DPB1	+	0	21214	32735	21580-21680,26209-26473,30483-30765,31312-31423,31752-31772
HLA-DP	apr030.1	apr030#1	DPB1	+	0	21198	32660	21564-21664,26199-26463,30414-30696,31243-31354,31683-31703
HLA-DP	apr030.2	apr030#2	DPB1	+	0	21741	33261	22107-22207,26743-27007,31009-31291,31838-31949,32278-32298
HLA-DP	apr031.1	apr031#1	DPB1	+	0	21394	32910	21760-21860,26396-26660,30658-30940,31487-31598,31927-31947
HLA-DP	apr031.2	apr031#2	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr032.1	apr032#1	DPB1	+	0	21382	32848	21748-21848,26382-26646,30596-30878,31425-31536,31865-31885
HLA-DP	apr032.2	apr032#2	DPB1	+	0	21391	32913	21757-21857,26387-26651,30661-30943,31490-31601,31930-31950
HLA-DP	apr033.1	apr033#1	DPB1	+	0	21198	32660	21564-21664,26199-26463,30414-30696,31243-31354,31683-31703
HLA-DP	apr033.2	apr033#2	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr034.1	apr034#1	DPB1	+	0	21741	33269	22107-22207,26743-27007,31017-31299,31846-31957,32286-32306
HLA-DP	apr034.2	apr034#2	DPB1	+	0	21740	33272	22106-22206,26742-27006,31020-31302,31849-31960,32289-32309
HLA-DP	apr035.1	apr035#1	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
HLA-DP	apr035.2	apr035#2	DPB1	+	0	21199	32667	21565-21665,26200-26464,30415-30697,31244-31355,31684-31704
HLA-DP	apr036.1	apr036#1	DPB1	+	0	21741	33277	22107-22207,26743-27007,31025-31307,31854-31965,32294-32314
HLA-DP	apr036.2	apr036#2	DPB1	+	0	21154	32668	21520-21620,26158-26422,30416-30698,31245-31356,31685-31705
HLA-DP	apr037.1	apr037#1	DPB1	+	0	21740	33272	22106-22206,26742-27006,31020-31302,31849-31960,32289-32309
HLA-DP	apr037.2	apr037#2	DPB1	+	0	21199	32665	21565-21665,26199-26463,30413-30695,31242-31353,31682-31702
